,Motion_Sensor1,Motion_Sensor2,Motion_Sensor3,Motion_Sensor4,Motion_Sensor5,Motion_Sensor6,Motion_Sensor7,Motion_Sensor8,Motion_Sensor9,Motion_Sensor10,Camera1,Camera2,Camera3,Camera4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,door_sensor5,door_sensor6,door_sensor7,door_sensor8,door_sensor9,door_sensor10,door_sensor11,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,outside
38,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,4.0,1.0,5.0,"('r5', 0)","('r9', 2)",0,0,0,0,0,1,0,0,0,0,0,08:09:45,2,0,1,4,0,2,3,0,2,3,0,0,8,0
39,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,4.0,"('r5', 0)","('r9', 1)",0,0,0,0,0,1,0,0,2,1,0,08:10:00,2,0,1,4,0,2,5,0,1,3,0,0,7,0
40,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,3.0,"('r5', 0)","('c2', 1)",1,0,0,0,0,0,1,0,2,0,1,08:10:15,1,1,1,4,0,2,7,0,1,3,0,1,4,0
41,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,4.0,1.0,2.0,"('r6', 2)","('r10', 3)",0,0,0,0,0,0,0,0,0,0,0,08:10:30,1,1,1,4,0,2,7,0,1,3,1,0,4,0
42,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,3.0,"('r6', 2)","('c2', 0)",0,0,1,0,0,0,0,0,1,1,0,08:10:45,1,2,1,5,0,2,6,0,1,3,0,0,4,0
43,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,2.0,"('r6', 3)","('r10', 4)",0,0,0,1,1,0,0,0,1,0,1,08:11:00,1,2,1,4,0,3,7,0,1,4,0,0,2,0
44,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,2.0,"('r6', 3)","('c2', 0)",0,0,0,0,0,0,0,0,2,0,0,08:11:15,1,2,1,4,0,3,7,0,1,4,0,0,2,0
45,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,3.0,"('r5', 0)","('r10', 4)",0,0,0,0,0,0,0,0,2,2,0,08:11:30,1,2,1,4,0,3,5,0,1,4,0,0,4,0
46,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,4.0,1.0,4.0,"('r5', 0)","('c3', 5)",0,0,0,0,0,0,0,0,1,0,3,08:11:45,1,2,1,4,0,3,6,0,1,2,0,0,5,0
47,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,4.0,1.0,3.0,"('r4', 4)","('r7', 6)",0,0,0,0,0,0,0,0,0,2,1,08:12:00,1,4,1,4,0,3,6,0,1,1,0,0,4,0
48,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,4.0,"('r5', 0)","('r8', 0)",0,0,0,0,0,0,0,0,0,3,0,08:12:15,1,2,1,4,0,3,7,0,1,1,0,0,5,0
49,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,5.0,"('r6', 3)","('r7', 7)",0,0,0,0,0,0,0,0,0,1,0,08:12:30,1,1,1,4,0,3,7,0,1,0,0,0,7,0
50,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,4.0,1.0,4.0,"('r6', 3)","('c3', 6)",0,0,0,0,0,0,0,0,0,0,1,08:12:45,1,1,1,4,0,3,7,0,1,1,0,0,6,0
51,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,3.0,"('r6', 3)","('r7', 7)",0,0,0,0,0,0,0,0,2,0,2,08:13:00,1,1,1,4,0,3,7,0,1,1,0,0,6,0
52,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,4.0,1.0,4.0,"('r6', 3)","('r7', 7)",0,0,0,0,0,0,0,0,0,0,1,08:13:15,1,1,1,4,0,3,7,0,1,2,0,0,5,0
53,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,4.0,1.0,4.0,"('r6', 3)","('c3', 6)",0,0,0,0,0,0,0,0,0,0,1,08:13:30,1,1,1,4,0,3,7,0,1,1,0,0,6,0
54,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,4.0,1.0,4.0,"('r6', 3)","('r2', 1)",0,0,0,0,0,0,0,0,2,0,0,08:13:45,1,1,1,4,0,3,6,0,1,1,0,0,7,0
55,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,4.0,1.0,4.0,"('r6', 3)","('c3', 6)",0,0,0,0,0,0,0,0,3,2,1,08:14:00,1,3,1,4,0,3,5,0,1,1,0,0,6,0
56,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,4.0,"('r6', 3)","('c3', 6)",0,0,0,0,0,0,0,0,1,1,0,08:14:15,1,2,1,4,0,3,6,0,1,1,0,0,6,0
57,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,3.0,"('r5', 0)","('r2', 0)",0,0,0,0,0,0,0,0,2,1,3,08:14:30,2,0,1,4,0,3,6,0,1,3,0,0,5,0
58,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,1.0,"('r6', 3)","('r2', 0)",0,0,0,0,0,0,0,0,1,0,1,08:14:45,2,0,1,4,0,3,8,0,1,4,0,1,1,0
59,no motion,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,0.0,1.0,"('r6', 3)","('c3', 0)",0,0,1,0,0,0,0,0,0,0,1,08:15:00,2,0,1,5,0,3,8,0,1,5,0,0,0,0
60,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,1.0,"('r6', 3)","('r7', 8)",0,0,0,0,0,0,0,0,0,0,0,08:15:15,2,0,1,5,0,3,8,0,1,5,0,0,0,0
61,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r5', 0)","('c3', 2)",0,0,0,0,0,0,0,0,1,0,1,08:15:30,2,0,1,5,0,3,7,0,1,4,0,0,2,0
62,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r5', 0)","('c2', 0)",0,0,0,0,0,0,0,0,0,1,0,08:15:45,2,1,1,5,0,3,7,0,1,4,0,0,1,0
63,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r5', 0)","('c1', 0)",0,0,0,0,0,0,0,0,2,0,0,08:16:00,2,1,1,5,0,3,5,0,1,4,0,0,3,0
64,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r6', 3)","('r3', 1)",0,0,0,0,0,0,0,0,1,0,0,08:16:15,2,1,1,5,0,3,6,0,1,4,0,0,2,0
65,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,2.0,"('r6', 3)","('outside', 0)",0,0,0,0,0,0,0,0,0,0,0,08:16:30,2,1,1,5,0,3,6,0,1,4,0,0,2,0
66,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,2.0,"('r6', 3)","('r3', 1)",0,0,0,0,0,0,0,0,1,0,0,08:16:45,2,1,1,5,0,3,7,0,1,4,0,0,1,0
67,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r6', 3)","('outside', 0)",0,0,0,0,0,0,0,0,0,0,0,08:17:00,2,1,1,5,0,3,7,0,1,4,0,0,1,0
68,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r6', 3)","('r3', 0)",0,1,0,0,0,0,0,0,1,0,0,08:17:15,2,1,0,5,0,3,6,0,1,3,1,0,3,0
69,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,2.0,4.0,"('r6', 3)","('r3', 0)",0,0,0,0,0,0,0,0,1,0,0,08:17:30,2,1,0,5,0,3,5,0,1,3,1,0,4,0
70,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,7.0,1.0,2.0,"('r6', 3)","('r3', 0)",0,0,1,0,0,0,0,0,1,1,2,08:17:45,2,2,0,6,0,3,4,0,1,5,0,0,2,0
71,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,6.0,1.0,2.0,"('r6', 3)","('c1', 0)",1,0,0,0,0,0,0,0,0,0,0,08:18:00,3,1,0,6,0,3,4,0,1,5,0,0,2,0
72,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,7.0,1.0,1.0,"('r6', 3)","('c1', 0)",2,0,0,0,0,0,0,0,0,0,1,08:18:15,3,1,0,6,0,3,4,0,1,6,0,0,1,0
73,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,6.0,1.0,2.0,"('r6', 3)","('c2', 2)",1,0,0,0,0,0,1,0,1,0,0,08:18:30,4,0,0,6,0,3,3,0,1,5,0,2,1,0
74,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,6.0,1.0,2.0,"('r5', 0)","('c3', 2)",0,0,0,0,0,0,1,0,0,0,0,08:18:45,4,0,0,6,0,3,3,0,1,5,1,0,2,0
75,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,5.0,1.0,2.0,"('r4', 5)","('r2', 0)",0,0,1,0,0,0,3,0,3,0,0,08:19:00,4,0,0,5,0,3,4,0,1,3,3,1,1,0
76,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,5.0,1.0,2.0,"('r5', 0)","('c3', 0)",0,1,0,0,0,0,1,0,0,0,1,08:19:15,4,0,1,5,0,3,4,0,1,5,1,1,0,0
77,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,5.0,1.0,2.0,"('r4', 5)","('c3', 1)",0,0,0,0,0,0,0,0,0,0,1,08:19:30,4,0,0,5,0,3,4,0,1,4,1,1,1,1
78,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r5', 0)","('c2', 1)",2,0,0,0,0,0,0,0,0,0,1,08:19:45,2,2,0,5,0,3,4,0,1,3,1,1,2,1
79,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,7.0,1.0,2.0,"('r4', 6)","('r10', 2)",1,0,0,1,1,0,0,0,0,0,1,08:20:00,1,4,0,6,1,1,4,0,1,2,1,1,2,1
80,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,6.0,1.0,3.0,"('r4', 5)","('c3', 4)",0,0,0,0,1,1,0,0,0,4,0,08:20:15,1,2,0,5,0,2,4,0,2,2,2,0,4,1
81,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,3.0,"('r5', 0)","('c3', 5)",0,1,0,0,0,0,0,0,1,0,0,08:20:30,1,2,1,5,0,2,3,0,2,2,0,1,5,1
82,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,6.0,1.0,3.0,"('r6', 2)","('c2', 1)",0,0,0,0,0,1,0,0,0,1,1,08:20:45,1,1,1,5,0,2,3,0,3,3,0,1,4,1
83,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,3.0,"('r6', 2)","('c2', 1)",0,0,0,0,0,0,0,0,0,0,0,08:21:00,1,1,2,5,0,2,3,0,3,3,0,1,4,0
84,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,6.0,1.0,2.0,"('r6', 2)","('c2', 1)",0,0,0,0,0,0,0,0,1,0,0,08:21:15,2,0,2,5,0,2,5,0,3,3,0,1,2,0
85,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,3.0,"('r5', 0)","('r9', 3)",1,0,0,0,0,0,0,0,0,1,0,08:21:30,1,2,2,5,0,2,5,0,3,2,0,0,3,0
86,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,1.0,2.0,"('r6', 2)","('r9', 3)",0,0,1,0,0,0,0,0,1,1,0,08:21:45,1,1,2,4,0,2,8,0,3,2,1,0,1,0
87,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,2.0,1.0,"('r5', 0)","('c2', 0)",0,0,0,0,0,0,1,1,2,0,1,08:22:00,1,1,2,4,0,2,7,1,3,4,0,0,0,0
88,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,5.0,2.0,1.0,"('r4', 4)","('c1', 0)",1,0,0,0,0,0,0,0,0,0,0,08:22:15,2,0,2,4,0,2,7,1,3,4,0,0,0,0
89,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,5.0,2.0,1.0,"('r4', 4)","('r3', 2)",0,0,0,0,0,0,0,0,0,0,0,08:22:30,2,0,2,4,0,2,7,1,3,4,0,0,0,0
90,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,4.0,3.0,1.0,"('r5', 0)","('c1', 0)",0,0,0,0,0,0,0,1,0,0,0,08:22:45,2,0,2,4,0,2,6,2,3,4,0,0,0,0
91,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,4.0,3.0,1.0,"('r6', 2)","('r3', 2)",0,0,0,0,0,0,0,0,0,0,1,08:23:00,2,0,2,4,0,2,6,2,3,3,0,0,1,0
92,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,1.0,"('r5', 0)","('c1', 0)",0,0,0,0,0,1,0,2,0,1,1,08:23:15,2,1,2,4,0,2,8,0,2,2,0,1,1,0
93,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,3.0,1.0,"('r6', 2)","('c1', 0)",0,0,0,0,0,0,0,1,1,0,1,08:23:30,2,1,2,4,0,2,5,2,2,3,0,1,1,0
94,no motion,no motion,no motion,motion,motion,no motion,no motion,motion,no motion,no motion,3.0,5.0,2.0,1.0,"('r5', 0)","('c2', 2)",0,0,0,0,0,1,0,1,0,0,0,08:23:45,2,1,2,4,0,2,5,2,1,3,0,2,1,0
95,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,4.0,5.0,3.0,2.0,"('r5', 0)","('r9', 1)",0,0,0,0,0,0,1,0,0,0,0,08:24:00,3,0,2,4,0,2,5,2,1,4,0,0,2,0
96,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,2.0,3.0,"('r4', 4)","('r9', 1)",1,0,0,0,0,0,0,0,1,0,0,08:24:15,2,1,2,4,0,2,4,2,1,4,0,0,3,0
97,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,4.0,1.0,2.0,"('r4', 4)","('r9', 1)",0,0,0,0,0,0,0,2,1,0,0,08:24:30,2,1,2,4,0,2,6,0,1,4,0,0,3,0
98,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,1.0,"('r5', 0)","('r9', 1)",0,0,0,0,0,0,0,0,0,0,1,08:24:45,2,1,2,4,0,2,6,0,1,5,0,0,2,0
99,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,2.0,"('r6', 2)","('r9', 1)",0,0,0,0,0,0,0,0,1,0,0,08:25:00,2,1,2,4,0,2,7,0,1,5,0,0,1,0
100,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,4.0,1.0,1.0,"('r5', 0)","('c2', 0)",0,0,0,0,0,0,0,0,0,0,1,08:25:15,2,1,2,4,0,2,7,0,1,6,0,0,0,0
101,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,5.0,1.0,3.0,"('r5', 0)","('c3', 3)",0,0,0,0,0,0,0,0,3,0,0,08:25:30,2,1,2,4,0,2,4,0,1,6,0,0,3,0
102,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,4.0,1.0,3.0,"('r6', 2)","('r2', 1)",0,0,0,0,0,0,0,0,1,0,1,08:25:45,2,1,2,4,0,2,3,0,1,7,0,0,3,0
